project_title,short_description,long_description,Crisis finance determination,Crisis finance confidence ML
Crisis Assistance and Recovery - Title II International Food Relief Parnerships,CRISIS ASSISTANCE AND RECOVERY - TITLE II INTERNATIONAL FOOD RELIEF PARNERSHIPS,"Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",Yes,0.99439263343811
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
CORE Group Polio Project,CORE GROUP POLIO PROJECT,"The CORE Group Polio Project (CGPP) began in Ethiopia in November 2001 and has addressed a variety of challenges by reaching hard-to-reach communities with vaccination services and surveillance. As a country at high risk for importation from neighboring conflict-affected Somalia and South Sudan, Ethiopia continues to maintain high immunization rates and excellent surveillance. The country has been free of wild polio virus since January 2014. CGPP-Ethiopia presently collaborates with six international NGOs (CARE Ethiopia, Catholic Relief Services, Save the Children, World Vision Ethiopia, International Rescue Committee and African Medical Research Foundation) and five local NGOs.",Yes,0.994384407997131
Global Partnership for Education (GPE) - Program Contribution,GLOBAL PARTNERSHIP FOR EDUCATION (GPE) - PROGRAM CONTRIBUTION,"The Global Partnership for Education Fund (GPE) Fund is a multilateral financing mechanism supporting the Global Partnership for Education (GPE). This partnership is a global partnership of developing and donor countries and agencies, civil society organizations, private foundations and the private sector. GPE focuses on accelerating progress towards the 'Education for All' goals. GPE's areas of focus are: 1) increasing equitable access to education in the primary grades, 2) creating improvements in learning outcomes, especially with regard to literacy and numeracy, 3) making education accessible in fragile and conflict-affected environments, 4) focusing on marginalized children while building sustainable, quality education systems. These priorities complement USAID's Education Strategy. USAID's contribution to the GPE Fund will advance USAID's goals set forth in E3/Education's 'Education Strategy' and will provide substantial leverage of USIAD's current resources. Note that the actual Prime Partner is Global Partnership for Education.",Yes,0.994250059127808
Hope for Communities in Ouallam Tillaber,HOPE FOR COMMUNITIES IN OUALLAM TILLABER,International Emergency Food Assistance to Mercy Corp for Niger,Yes,0.994127154350281
Crisis Assistance and Recovery - First Response and Immediate Interventions,CRISIS ASSISTANCE AND RECOVERY - FIRST RESPONSE AND IMMEDIATE INTERVENTIONS,"Crisis Assistance and Recovery - Deploy/activate personnel, Disaster Assistance Response Teams, Response Management Teams, assessment teams, search and rescue, medical responders, release of funds to a disaster, local purchase and/or stockpiling and pre-positioning of material, equipment, supplies/food, technical know-how and expertise.",Yes,0.994126915931702
Mediterranean Emergency Response Fund (MERF),MEDITERRANEAN EMERGENCY RESPONSE FUND (MERF),"The aim of this programme is to provide lifesaving assistance and protection to vulnerable migrants and refugees during the Mediterranean migration crisis.  Activities include the provision of protection services as well as basic services such as shelter, healthcare, water, sanitation and hygiene for refugee and migrant populations at risk, particularly targeting vulnerable groups such as women, girls and unaccompanied children. The programme will also improve systems for offering migrants durable solutions, including restoring family links and reintegration support. It will enhance the quality of information for beneficiaries and improve beneficiary feedback mechanisms.   This programme includes emergency assistance to migrants and refugees arriving in Europe â however this funding does not go through EU mechanisms.",Yes,0.994112074375153
Famine Early Warning Systems Network (FEWS NET),FAMINE EARLY WARNING SYSTEMS NETWORK (FEWS NET),"The Famine Early Warning Systems Network is a leading provider of early warning and analysis on food insecurity. Created by USAID in 1985 to help decision-makers plan for humanitarian crises, FEWS NET provides evidence-based analysis on some 35 countries. Implementing team members include NASA, NOAA, USDA, and USGS, along with Chemonics International Inc. and Kimetrica.",Yes,0.994024336338043
Supporting the integrated prevention and treatment of severe malnourishment in children under 5 years old,SUPPORTING THE INTEGRATED PREVENTION AND TREATMENT OF SEVERE MALNOURISHMENT IN CHILDREN UNDER 5 YEARS OLD,"La desnutriciÃ³n infantil aguda es un problema de salud estructural en Burkina Faso, agravado en los Ãºltimos aÃ±os a causa de crisis alimentarias debidas a sequÃ­a y malas cosechas. El proyecto ofrecerÃ¡ atenciÃ³n a los niÃ±os/as menores de 5 aÃ±os afectados en el del Distrito Sanitario de Manni y mejorar las capacidades de detecciÃ³n y atenciÃ³n de la MAS del sistema pÃºblico de salud y los agentes comunitarios de la zona, con especial atenciÃ³n a la participaciÃ³n de las mujeres e integrando actividades relacionadas con el agua y la higiene.La poblaciÃ³n beneficiaria de las actividades previstas serÃ¡n 2.331 niÃ±as y niÃ±os menores de 5 aÃ±os con desnutriciÃ³n aguda grave (MAS) esperados cada aÃ±o en el nivel primario de salud, de los que un 15% (350) tendrÃ¡n complicaciones que les obliguen a ser hospitalizados en el CRENI.La coordinaciÃ³n de las actividades corresponderÃ¡ al equipo de Medicus Mundi AndalucÃ­a, en colaboraciÃ³n con la DRS Este y el Distrito de Salud (DS) de Manni.",Yes,0.993784427642822
Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Yes,0.993762314319611
Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Yes,0.993762314319611
Protection and Solutions,PROTECTION AND SOLUTIONS,"Ensure full respect for the rights of the individual and communities in accordance with the letter and the spirit of the relevant bodies of law (international humanitarian, human rights, and refugee law). This involves both legal and practical approaches for implementation in humanitarian situations, including efforts to ensure humanitarian access, incorporate protection strategies in assistance programming and other measures to reduce vulnerability and uphold human dignity for all victims of conflict and disasters. Activities included herein should be linked to relevant GJD/Human Rights elements.",Yes,0.993762314319611
Collaboration call between La Rioja Government and La Rioja Red Cross for immediate intervention in humanitarian emergency situations.,COLLABORATION CALL BETWEEN LA RIOJA GOVERNMENT AND LA RIOJA RED CROSS FOR IMMEDIATE INTERVENTION IN HUMANITARIAN EMERGENCY SITUATIONS.,El Gobierno de La Rioja y Cruz Roja EspaÃ±ola en La Rioja a travÃ©s de este convenio establecen el marco de colaboraciÃ³n para la compra de suministros destinados a formar parte del sistema de respuesta internacional de Cruz Roja EspaÃ±ola para su disponibilidad de cara a la respuesta inmediata ante situaciones de emergencia humanitaria internacional.,Yes,0.993727445602417
Innovative Identification of Gender-Based Violence Survivors Through Screening in Primary Health Care,INNOVATIVE IDENTIFICATION OF GENDER-BASED VIOLENCE SURVIVORS THROUGH SCREENING IN PRIMARY HEALTH CARE,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",Yes,0.993663549423218
"Red Cross Denmark activities in South Sudan, 2016","RED CROSS DENMARK ACTIVITIES IN SOUTH SUDAN, 2016","Red Cross Denmark activities in South Sudan, 2016",Yes,0.993607044219971
Sustain Darfur (SD)-Integrated Water Resource Management in Wadi Nyala and Wadi El-Genina(CDEL),SUSTAIN DARFUR (SD)-INTEGRATED WATER RESOURCE MANAGEMENT IN WADI NYALA AND WADI EL-GENINA(CDEL),"This programme will address the root causes of crisis in Darfur by tackling one of the main drivers of local conflict and poverty â availability of water.  Water is scarce and there is competition over its use.  This can result in conflict and lead to unsustainable livelihoods, forcing people to migrate to find alternatives. The climate is likely to get hotter and drier, further increasing scarcity of water.    The programme will increase the availability of water for drinking and livelihoods for 250,000 people, and will support communities to sustainably manage their water resources for the benefit of all users.  This will increase communities' resilience to the impacts of drought, contributing to more sustainable livelihoods and reducing the risk of conflict, overall improving stability in Darfur and reducing the pressure to migrate.  In addition, the programme will improve sanitation and hygiene behaviour, improving the health and well-being of communities.  80% ICF funding.",Yes,0.993555128574371
Sustain Darfur (SD)-Integrated Water Resource Management in Wadi Nyala and Wadi El-Genina(CDEL),SUSTAIN DARFUR (SD)-INTEGRATED WATER RESOURCE MANAGEMENT IN WADI NYALA AND WADI EL-GENINA(CDEL),"This programme will address the root causes of crisis in Darfur by tackling one of the main drivers of local conflict and poverty â availability of water.  Water is scarce and there is competition over its use.  This can result in conflict and lead to unsustainable livelihoods, forcing people to migrate to find alternatives. The climate is likely to get hotter and drier, further increasing scarcity of water.    The programme will increase the availability of water for drinking and livelihoods for 250,000 people, and will support communities to sustainably manage their water resources for the benefit of all users.  This will increase communities' resilience to the impacts of drought, contributing to more sustainable livelihoods and reducing the risk of conflict, overall improving stability in Darfur and reducing the pressure to migrate.  In addition, the programme will improve sanitation and hygiene behaviour, improving the health and well-being of communities.  80% ICF funding.",Yes,0.993555128574371
Sustain Darfur (SD)-Integrated Water Resource Management in Wadi Nyala and Wadi El-Genina(CDEL),SUSTAIN DARFUR (SD)-INTEGRATED WATER RESOURCE MANAGEMENT IN WADI NYALA AND WADI EL-GENINA(CDEL),"This programme will address the root causes of crisis in Darfur by tackling one of the main drivers of local conflict and poverty â availability of water.  Water is scarce and there is competition over its use.  This can result in conflict and lead to unsustainable livelihoods, forcing people to migrate to find alternatives. The climate is likely to get hotter and drier, further increasing scarcity of water.    The programme will increase the availability of water for drinking and livelihoods for 250,000 people, and will support communities to sustainably manage their water resources for the benefit of all users.  This will increase communities' resilience to the impacts of drought, contributing to more sustainable livelihoods and reducing the risk of conflict, overall improving stability in Darfur and reducing the pressure to migrate.  In addition, the programme will improve sanitation and hygiene behaviour, improving the health and well-being of communities.  80% ICF funding.",Yes,0.993555128574371
Lebanon Investment in Microfinance (LIM),LEBANON INVESTMENT IN MICROFINANCE (LIM),"The Lebanon Investment in Microfinance program implemented by the International Executive Service Corps (IESC) is administering grants to microfinance organizations operating in rural communities around Lebanon. These organizations then disburse loans to micro-enterprises in the tourism, ICT, and agribusiness sectors. Through increased access to finance and business development services, LIM helps microenterprises increase their incomes and create new jobs. USAID expanded the program in 2013 in order to help serve regions that have been impacted by the Syrian refugee crisis.",Yes,0.993535757064819
Resettlement Support Center (Resettlement Support Center) East Asia FY2015,RESETTLEMENT SUPPORT CENTER (RESETTLEMENT SUPPORT CENTER) EAST ASIA FY2015,"United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",Yes,0.993079125881195
"Red Cross in Denmark activities in Lebanon, 2016","RED CROSS IN DENMARK ACTIVITIES IN LEBANON, 2016",Red Cross Denmark activities in Lebanon 2016,Yes,0.993013918399811
Strengthening the resilience and relief of suffering of the most vulnerable displaced population,STRENGTHENING THE RESILIENCE AND RELIEF OF SUFFERING OF THE MOST VULNERABLE DISPLACED POPULATION,"La intervenciÃ³n incide en la confluencia entre las problemÃ¡ticas humanitarias identificadas y las condiciones de mayor vulnerabilidad de la poblaciÃ³n desplazada interna en Masisi, Nord-Kivu, RD Congo. En particular, busca contribuir al alivio del sufrimiento fÃ­sico, por carencias alimentarias, de higiene y vivienda y sufrimiento psicolÃ³gico, especialmente en la poblaciÃ³n joven en riesgo y las mujeres vÃ­ctimas de violencia sexual. Se trabajarÃ¡ en la atenciÃ³n humanitaria y bienestar psicosocial hacia un refuerzo de la capacidad de resiliencia de 1599 personas desplazadas, 66% mujeres y 49% menores de 18 aÃ±os, mediante el apoyo psicosocial integral y acceso a servicios bÃ¡sicos de seguridad alimentaria, cobijo e higiene. Es clave en la estrategia de intervenciÃ³n, el proceso de identificaciÃ³n de las personas en situaciÃ³n de mayor vulnerabilidad, incluyendo el anÃ¡lisis de gÃ©nero y edad, permitiendo una mayor focalizaciÃ³n y consecuente mejora de la eficacia e impacto de la ayuda.",Yes,0.992973208427429
"Improvement of Livelihoods Through Implementation of Sustainable Agricultural Practices, Creation, and Strengthening of Community-Based Farmer Service Centers in Southern Abkhazia and Western Georgia","IMPROVEMENT OF LIVELIHOODS THROUGH IMPLEMENTATION OF SUSTAINABLE AGRICULTURAL PRACTICES, CREATION, AND STRENGTHENING OF COMMUNITY-BASED FARMER SERVIC","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Premiere Urgence]",Yes,0.99287223815918
Humanitarian Assistance - Tyhoon Haiyan,HUMANITARIAN ASSISTANCE - TYHOON HAIYAN,"Humanitarian Assistance for the Philippines Typhoon Haiyan through the Department of Defense's Overseas Humanitarian, Disaster and Civic Aid (OHDACA)",Yes,0.992782711982727
"Protecion Programming for Sudanese Refugees in Benishangui-Gumuz Regional State (Bgrs), Ethiopia","PROTECION PROGRAMMING FOR SUDANESE REFUGEES IN BENISHANGUI-GUMUZ REGIONAL STATE (BGRS), ETHIOPIA","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",Yes,0.992637634277344
"Protecting Displaced Youth Ix - Through Provision of Accredited Secondary Education, French Language Teachers' Training, and School Community Capacity-Building to Ensure Sustainability and Renewed Academic/Professional Prospects","PROTECTING DISPLACED YOUTH IX - THROUGH PROVISION OF ACCREDITED SECONDARY EDUCATION, FRENCH LANGUAGE TEACHERS' TRAINING, AND SCHOOL COMMUNITY CAPACIT","United States Population Migration and Refugee Assistance, Appropriation 1143. Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Foundation for the Refugee Education Trust]",Yes,0.992626965045929
"OCHA - CBPF, Syria (SHF) - pledge","OCHA - CBPF, SYRIA (SHF) - PLEDGE","Country-Based Pooled Fund allocation, i.e. the Syria Humanitarian Fund (SHF) managed by UN OCHA. The Government of Iceland announced a three year pledge for 2018-2020 at the Brussels Conference. The pledge forms part of a larger pledge for Syria.",Yes,0.992563307285309
Akimorikin (coming together) activity,AKIMORIKIN (COMING TOGETHER) ACTIVITY,"Akimorikin (coming together) activity, a conflict mitigation and management activity in the Karamoja region. Akimorikin will strengthen institutional capacity for effective Early Warning and Early Response in Karamoja. IRCs peace building program incorporates a strong gender dimension, contributing to the UNSCRs 1325 & 1820, and the Government of Uganda National Action Plan in support of these resolutions. The program objectives are achieved through strong partnerships with local Civil Society Organizations, government institutions and IGADs CEWERU in Uganda. IRCs peace building work covers the districts of Amudat, Nakapiripirit, Moroto, Napak and Kotido.",Yes,0.992505848407745
NRC agreement HUM 2017-2019 - Repayment unspent funding 2017,NRC AGREEMENT HUM 2017-2019 - REPAYMENT UNSPENT FUNDING 2017,"UPDATED 2018This is a supplementary decision to the agreement with the Norwegian Refugee Council (NRC) for their humanitarian program 2017-2019. The decision is made in accordance with Sida's contribution management rule, paragraph 3.11.3 and corresponds to the second year of a three year agreement.In accordance with Sida's humanitarian allocation process 2018, Sida proposes to support NRC's humanitarian programs in the following 21 countries, Afghanistan, Cameroon, Central African Republic, Democratic Republic of Congo, Eritrea, Ethiopia, Iran, Iraq, Jordan, Kenya, Lebanon, Libya, Mali, Nigeria, Palestine, Somalia, South Sudan, Syrian Arab Republic, Uganda, Ukraine and Yemen. Sida will contribute with an unearmarked allocation per country, which will give NRC the flexibility to meet the most acute humanitarian needs in ever-changing contexts. However, in the specific case of Palestine, Sida will earmark the contribution to the ICLA-component, as this sector is considered high priority and as contributory to the HRPs focus on protection.  The support to Central African Republic and the Democratic Republic of Congo is suggested to span over a two-year period. This is in line with Sida's ambition to increase our partner's predictability, and allow for their long-term planning and alignment with a multi-year HRP.Sida assesses NRC's country programs as relevant in relation to the Swedish strategy for humanitarian assistance 2017-2020, as well as the humanitarian needs identified in Sida's humanitarian crises analyses for 2018. Sida is also suggesting a multi-year contribution to NRC's Rapid Response Mechanism, to allow for a timely response to sudden onset situations or escalating crises.   Furthermore, Sida suggests a two-year financial contribution to the NRC-led Internal Displacement Monitoring Centre (IDMC), which strives to increase knowledge on the needs of internally displaced, and one-year contributions to the NRC/NORCAP managed project Strengthening capacity for use of cash- and market based responses in humanitarian action, to NRC's internal work on  Digital Transformation  and to NRC's work on humanitarian policy, which includes work to strengthen the global humanitarian system and NGO participation in the system.Sida also proposes to channel funds through NRC for the support of three NGO platforms, the Jordan INGO Forum (JIF), the Lebanon Humanitarian INGO Forum (LHIF) and the International Association of Development Agencies (AIDA).  In regard to AIDA, the Consulate General in Jerusalem has the intention to provide support for AIDA within the framework of the cooperation strategy for Palestine. Efficiency gains can be achieved by providing the support through the NRC-Sida humanitarian unit cooperation agreement, and it is thus suggested that Sida/HUM channels this limited development funding, with funding delegated from Palestine Strategy, decision number XXX XXXXNRC's target group is mainly comprised of refugees and internally displaced",Yes,0.992490351200104
Title II Food Aid Program - in Syria,TITLE II FOOD AID PROGRAM - IN SYRIA,Title II Food Aid Program - in Syria,Yes,0.9924236536026
Emergency Medicines Fund,EMERGENCY MEDICINES FUND,"The goal of the Emergency Medicines Fund (EMF) is to enable delivery of primary health care services across South Sudan through the provision of essential medicines. This will be accomplished through the procurement and distribution of essential medicines and other critical health commodities in support of primary health care services in South Sudan for one year, in response to the Government of the Republic of South Sudan's (GRSS) fiscal crisis.",Yes,0.992419123649597
